date,down_hole_presure,down_hole_temperature,production_pipe_pressure,choke_size_pct,well_head_presure,well_head_temperature,choke_size_pressure,oil
2012-02-02,222.701,105.861,175.336,32.607,47.365,84.408,16.313,1360.83
2009-05-04,222.473,105.114,151.317,33.636,71.156,76.734,38.716,412.42
2010-02-25,49.45,20.96,10.667,40.528,60.117,87.489,28.341,1709.58
2012-03-14,219.445,104.165,183.325,51.665,36.12,86.273,5.417,1221.75
2013-03-25,248.651,100.971,210.931,38.58,37.72,82.58,8.814,437.64
2012-10-08,219.214,102.434,185.333,100.0,33.881,84.648,4.389,1577.9
2014-08-06,260.751,99.899,229.612,100.0,31.139,88.5,2.101,350.44
2009-09-15,236.354,105.687,168.022,41.976,68.332,87.376,34.922,4377.97
2010-01-02,232.889,106.164,181.546,50.695,51.343,88.171,18.365,2973.26
2011-06-16,248.249,103.683,208.008,67.743,40.242,89.507,8.806,1564.69
2015-05-26,265.736,99.54,235.327,100.0,30.41,88.286,1.885,210.6
2015-04-05,265.446,99.619,234.77,100.0,30.676,88.34,2.135,252.16
2012-05-02,222.362,103.087,189.669,100.0,32.693,86.859,3.34,1096.64
2008-11-23,226.23,105.112,149.578,34.85,76.652,73.127,43.447,3234.99
2013-07-10,245.329,100.725,212.828,100.0,32.501,89.199,3.76,867.73
2013-03-26,240.124,101.105,207.078,97.741,33.046,87.976,4.05,885.36
2014-01-12,252.019,100.053,219.878,100.0,32.141,87.521,2.942,628.08
2015-08-27,294.847,98.627,294.52,1.291,0.327,18.236,0.295,72.22
2013-10-02,248.572,100.424,216.135,100.0,32.437,86.447,2.959,711.35
2013-01-03,242.162,101.365,207.626,65.229,34.537,88.26,5.337,1038.14
2010-01-24,244.033,106.179,185.946,43.629,58.087,84.696,25.389,2512.9
2014-03-05,253.86,99.959,221.69,100.0,32.17,87.264,2.698,609.49
2014-02-18,259.434,100.002,223.687,52.364,35.747,83.622,6.034,332.49
2015-09-15,266.249,99.407,235.98,100.0,30.268,87.516,1.477,189.43
2010-02-07,247.812,106.266,188.215,41.979,59.597,89.704,27.271,2547.01
2009-07-02,229.522,105.055,152.541,28.18,76.98,76.149,45.727,1770.55
2008-10-13,211.938,104.991,148.175,42.804,63.762,76.868,31.153,4208.9
2014-03-20,255.368,99.949,223.173,100.0,32.196,85.372,2.491,547.51
2015-05-02,266.389,99.641,235.695,100.0,30.694,88.633,2.12,264.65
2011-10-24,292.018,96.67,172.785,0.983,119.233,10.902,119.233,961.117
2015-08-17,266.88,99.448,236.505,100.0,30.375,88.465,1.852,186.14
2012-03-11,219.325,104.23,182.852,52.237,36.473,86.315,5.26,1236.49
2013-07-06,250.103,100.653,214.063,55.1,36.039,85.021,7.334,583.75
2012-04-04,219.209,103.73,184.587,100.0,34.621,86.563,3.314,1301.89
2010-06-17,251.064,106.718,200.611,60.117,50.453,92.878,17.052,2495.41
2015-04-07,265.097,99.496,234.516,100.0,30.581,88.265,2.063,250.49
2009-06-28,228.92,105.071,152.385,28.217,76.535,75.714,45.282,1755.46
2012-07-16,230.256,102.065,197.734,100.0,32.522,86.179,3.151,1059.44
2014-11-01,261.205,99.629,230.285,100.0,30.92,86.914,2.223,326.63
2014-05-20,255.822,99.952,225.148,100.0,30.674,87.535,2.101,454.02
2011-09-18,242.706,103.243,204.039,76.302,38.667,88.149,8.147,1754.97
2013-02-24,242.664,101.041,210.372,99.922,32.293,88.388,3.155,944.09
2014-02-05,253.355,100.063,220.985,100.0,32.37,84.365,2.677,580.14
2016-02-17,266.987,99.508,238.025,100.0,28.962,86.153,1.467,132.18
2016-02-02,265.399,99.541,237.88,100.0,27.519,85.835,1.557,148.14
2015-03-22,265.24,99.637,234.485,100.0,30.755,86.348,2.106,257.66
2009-10-13,241.857,105.738,171.972,37.613,69.885,85.296,36.526,2731.31
2011-01-23,242.933,105.357,204.148,100.0,38.785,91.374,9.026,1963.73
2011-11-23,242.337,102.819,203.296,74.186,39.041,86.633,9.449,1754.19
2012-02-29,219.487,104.529,181.324,45.193,38.163,86.338,6.958,1243.1
2013-05-08,244.44,100.941,212.056,100.0,32.385,87.594,3.358,936.59
2008-08-20,238.403,104.716,154.734,36.583,83.668,80.074,51.031,4032.64
2011-03-28,244.846,104.597,203.947,64.798,40.899,90.154,10.701,1821.72
2015-12-15,266.021,99.553,237.989,100.0,28.032,86.487,1.926,176.31
2011-04-06,244.796,104.479,204.287,64.961,40.509,89.809,10.356,1769.38
2013-03-04,242.573,101.004,210.483,100.0,32.091,87.419,3.152,939.95
2015-09-05,266.971,99.414,236.69,98.937,30.281,87.33,1.502,194.21
2013-11-13,249.268,100.254,216.947,100.0,32.322,87.463,2.854,699.29
2008-08-22,255.611,100.776,255.611,35.124,0.0,26.44,0.022,2767.523
2014-09-30,267.47,99.663,232.714,43.945,34.756,82.783,6.075,157.75
2008-12-30,248.527,105.253,157.197,33.421,91.33,77.945,58.7,3451.08
2010-07-27,252.063,106.558,203.756,59.24,48.307,92.974,14.753,2377.02
2016-03-25,267.19,99.619,239.127,100.0,28.063,88.354,1.732,114.13
2016-05-21,270.636,99.828,239.258,43.127,31.377,87.095,5.6,100.7
2013-06-05,245.356,100.838,212.392,83.891,32.963,88.684,4.054,885.75
2010-04-15,241.517,106.331,185.691,44.167,55.826,90.313,22.738,2438.81
2013-06-28,250.013,100.694,214.966,78.063,35.047,86.037,5.529,762.49
2012-03-16,219.763,104.111,183.592,52.746,36.17,85.304,5.069,1202.91
2010-02-16,188.689,79.916,59.769,41.811,59.769,86.367,27.405,2652.06
2015-12-07,267.191,99.578,238.273,100.0,28.918,87.458,1.69,177.61
2015-12-30,264.656,99.529,237.421,100.0,27.235,84.744,1.73,159.04
2011-01-02,241.635,105.611,202.134,97.917,39.502,90.838,9.589,2026.85
2014-03-19,254.68,99.952,222.836,100.0,31.843,86.639,2.606,539.1
2010-09-12,291.946,103.188,272.352,40.719,19.593,29.644,19.582,1586.68
2008-12-20,240.992,105.235,154.594,34.314,86.398,76.88,53.676,3524.44
2012-07-02,229.628,102.172,197.107,100.0,32.521,86.441,3.241,1081.79
2014-05-25,258.217,100.101,226.885,100.0,31.332,88.926,2.583,469.68
2015-07-15,266.831,99.528,236.352,100.0,30.479,88.778,1.916,223.37
2008-09-13,233.44,104.919,159.182,44.175,74.258,76.999,40.874,4925.62
2010-11-20,238.005,105.959,196.603,100.0,41.402,90.684,8.858,2175.14
2014-10-17,261.406,99.679,230.399,100.0,31.008,87.201,2.304,320.17
2016-04-05,267.325,99.582,239.204,100.0,28.121,87.669,1.635,102.44
2011-06-05,246.49,103.817,207.722,70.149,38.768,91.41,9.326,1588.29
2015-03-28,265.454,99.659,234.64,100.0,30.814,86.812,2.194,261.25
2013-07-12,245.445,100.707,212.957,100.0,32.487,89.435,3.714,872.74
2012-09-15,292.539,99.357,195.671,1.305,96.868,13.738,74.197,354.507
2011-07-11,242.705,103.536,201.263,65.734,41.442,89.676,10.377,1508.01
2008-09-05,252.369,104.605,155.208,27.189,97.161,70.383,64.947,2230.26
2014-03-31,255.801,99.971,223.416,100.0,32.385,88.152,2.477,530.62
2009-12-04,243.155,105.992,178.541,40.291,64.614,85.824,31.213,2913.03
2010-08-11,251.588,106.504,203.675,59.131,47.913,93.409,15.294,2331.82
2015-05-01,266.43,99.649,235.697,100.0,30.733,88.669,2.136,266.77
2014-11-11,258.752,99.638,230.106,100.0,28.646,86.733,2.38,363.01
2013-09-03,247.881,100.479,215.848,100.0,32.032,88.865,3.036,754.75
2012-06-07,227.677,102.429,195.126,100.0,32.551,85.538,3.19,1101.77
2016-07-11,267.769,100.321,238.639,91.162,29.13,89.075,3.408,108.84
2014-08-24,302.464,98.94,302.11,1.283,0.355,19.788,0.063,130.367
2012-02-21,219.022,104.788,180.175,43.211,38.847,85.706,7.654,1247.26
2015-02-26,264.481,99.651,233.535,100.0,30.946,86.62,2.319,271.87
2012-12-09,243.032,101.533,206.516,58.965,36.516,88.001,6.782,1051.23
2010-09-03,255.422,106.357,198.316,45.029,57.106,92.308,24.394,2247.64
2016-01-15,266.628,99.588,238.402,100.0,28.226,87.921,2.104,160.07
2013-01-18,242.146,101.255,208.83,77.336,33.316,85.262,4.093,963.72
2015-09-21,266.174,99.409,235.915,100.0,30.259,87.921,1.459,193.91
2011-07-28,250.462,103.244,200.514,46.751,49.948,76.851,18.971,580.82
2013-03-21,293.906,99.342,203.912,1.136,89.994,0.992,89.982,351.38
2014-03-07,254.222,99.959,222.034,100.0,32.189,86.833,2.689,595.48
2012-04-20,223.143,103.317,188.908,100.0,34.235,84.533,2.934,1175.13
2014-03-16,254.809,99.95,222.697,100.0,32.112,87.845,2.602,538.68
2016-06-04,270.325,99.959,238.99,43.035,31.335,88.763,5.548,102.59
2014-10-25,261.572,99.65,230.568,100.0,31.003,86.497,2.299,328.9
2012-11-12,242.967,101.558,202.389,49.224,40.578,87.611,10.864,1167.89
2012-11-13,243.108,101.557,202.525,49.051,40.583,86.743,10.87,1168.8
2015-02-11,262.623,99.52,231.889,100.0,30.734,86.903,2.184,272.56
2011-10-14,249.94,103.02,209.798,73.767,40.142,85.057,11.373,1218.73
2011-03-17,252.907,104.55,206.797,62.0,46.109,79.958,16.158,807.59
2016-04-15,266.373,99.599,238.826,100.0,27.547,88.323,1.692,106.58
2015-10-23,263.426,99.465,235.822,100.0,27.604,87.305,1.555,180.53
2009-08-18,224.818,105.544,161.111,42.27,63.707,86.16,30.839,4225.4
2010-02-21,104.736,44.316,61.196,40.096,61.196,89.734,28.837,2492.65
2011-03-02,243.386,104.938,205.281,100.0,38.105,90.285,8.527,1960.05
2010-06-24,250.91,106.7,201.301,59.651,49.609,92.647,16.441,2423.79
2009-09-21,223.844,105.934,174.057,69.793,49.787,86.538,15.904,4867.01
2009-05-02,218.844,105.106,151.349,40.116,67.495,77.758,34.626,4066.61
2008-12-06,232.245,105.208,151.953,35.734,80.292,77.046,47.486,3663.25
2013-11-10,249.362,100.273,217.043,100.0,32.319,88.405,2.851,659.87
2014-02-26,253.448,100.0,221.127,100.0,32.322,86.097,2.797,615.02
2011-10-19,291.884,99.706,182.323,1.174,109.561,8.331,109.561,1169.711
2008-07-15,254.983,103.967,156.333,27.278,98.65,67.591,66.949,2532.21
2010-02-13,252.443,106.216,188.673,38.785,63.77,89.565,31.729,2426.54
2014-09-18,260.753,99.8,229.663,97.917,31.09,86.988,2.087,333.09
2009-06-19,215.269,105.272,151.832,39.441,63.437,80.632,30.847,3560.14
2013-02-09,241.968,101.14,209.721,97.196,32.247,88.038,3.284,979.91
2013-11-06,257.22,100.214,218.94,77.481,38.28,84.557,7.513,647.62
2011-02-07,240.863,105.165,202.211,98.99,38.652,90.267,8.927,1864.62
2009-04-05,134.163,56.681,81.859,36.068,81.859,78.89,49.168,3873.72
2009-07-26,234.567,105.237,156.7,30.735,77.867,78.424,46.214,2322.56
2016-02-27,267.769,99.622,239.413,100.0,28.356,88.916,2.008,138.2
2009-04-11,148.057,65.706,83.158,27.996,83.158,8.547,0.233,1056.985
2010-06-16,250.967,106.72,200.963,60.23,50.003,92.807,16.607,2486.32
2016-06-19,269.651,100.091,238.873,45.023,30.779,88.937,5.267,103.55
2009-03-15,251.118,105.582,168.439,42.199,82.679,82.866,49.474,5220.21
2016-02-20,266.685,99.51,238.058,100.0,28.626,86.48,1.525,129.68
2009-11-05,239.097,105.902,175.077,43.396,64.02,85.599,30.592,3628.84
2013-03-01,242.454,101.022,210.289,100.0,32.165,88.198,3.235,936.31
2015-04-24,266.621,99.68,235.808,100.0,30.814,88.842,2.251,268.14
2015-06-10,265.727,99.498,235.367,100.0,30.36,88.117,1.854,207.44
2012-11-09,239.89,101.593,201.181,53.501,38.709,86.604,8.958,1176.47
2016-06-02,270.42,99.939,239.035,43.12,31.385,88.571,5.6,101.83
2015-12-04,266.027,99.538,237.497,100.0,28.529,86.9,1.572,170.82
2014-02-08,260.07,99.98,223.394,54.808,36.675,80.615,6.577,506.83
2009-03-21,249.007,105.288,161.427,36.224,87.58,80.99,54.705,4427.82
2009-09-03,263.417,100.862,162.943,29.825,100.474,14.27,100.474,1210.667
2010-01-13,236.377,106.163,182.783,46.343,53.594,83.626,20.921,2713.46
2011-11-17,241.105,102.965,201.332,73.285,39.773,87.278,10.15,1861.88
2010-07-28,252.155,106.553,203.743,59.132,48.412,93.254,14.86,2370.99
2009-05-21,223.789,105.303,155.31,41.33,68.48,80.944,35.317,3994.95
2011-01-03,241.772,105.604,202.368,100.0,39.404,90.262,9.504,1995.72
2011-09-12,244.767,103.279,204.789,67.643,39.978,87.62,9.397,1709.93
2016-04-20,266.049,99.621,238.525,100.0,27.524,88.272,1.712,115.51
2008-07-28,251.951,104.496,155.368,29.807,96.583,75.898,65.069,2762.74
2015-08-19,266.815,99.448,236.571,97.917,30.244,85.942,1.743,184.81
2010-07-11,263.78,106.435,201.046,39.693,62.734,90.017,29.739,1729.9
2012-07-24,230.499,101.996,198.084,100.0,32.415,86.043,3.067,1059.56
2015-08-04,267.067,99.471,236.773,100.0,30.295,87.116,1.812,199.08
2011-04-04,244.838,104.504,204.246,64.837,40.592,88.678,10.432,1782.23
2015-03-23,265.14,99.641,234.417,99.994,30.723,87.489,2.156,229.5
2015-04-29,266.478,99.659,235.787,100.0,30.691,88.012,2.119,265.86
2015-01-15,263.912,99.522,232.153,100.0,31.759,85.533,2.111,301.02
2009-07-13,228.477,105.064,152.557,29.248,75.92,75.624,44.386,2068.62
2013-09-04,248.013,100.474,216.037,100.0,31.976,88.148,2.98,759.66
2009-01-12,248.39,104.166,158.368,34.303,92.04,76.579,59.104,3622.1
2011-04-08,244.879,104.453,204.415,65.133,40.464,90.139,10.323,1772.75
2013-08-30,247.651,100.5,215.675,100.0,31.976,88.694,3.002,714.74
2011-11-18,241.28,102.959,201.664,73.869,39.616,86.683,9.979,1847.31
2016-01-07,265.559,99.58,238.055,100.0,27.504,83.736,1.874,154.18
2012-11-08,237.913,101.615,200.085,56.507,37.828,87.902,8.046,1191.54
2011-09-02,245.584,103.279,204.07,60.335,41.514,87.593,10.991,1715.43
2009-01-17,253.671,105.381,161.457,34.986,92.214,76.981,59.036,4386.22
2010-03-31,242.626,106.365,186.84,44.146,55.786,87.417,22.349,2530.06
2012-08-31,294.909,98.76,292.192,1.15,2.718,12.471,2.351,313.059
2011-10-30,300.555,99.325,178.406,1.049,122.149,10.591,122.149,752.523
2013-11-22,250.725,100.179,218.429,100.0,32.295,88.605,2.827,715.3
2014-06-16,260.144,100.039,228.7,100.0,31.444,89.151,2.343,500.94
2010-03-26,238.497,106.34,184.944,46.884,53.554,86.822,20.134,2607.98
2014-01-21,252.752,100.044,220.793,100.0,31.959,84.229,3.153,570.78
2011-04-17,246.143,104.346,204.853,61.344,41.29,90.03,11.19,1724.09
2011-02-16,236.016,105.012,197.161,100.0,38.855,86.422,8.205,1875.21
2009-07-21,228.645,105.188,154.153,31.664,74.492,78.766,42.77,2373.34
2014-05-27,258.503,100.119,226.981,100.0,31.522,88.845,2.568,449.19
2014-05-17,255.773,99.901,224.774,100.0,30.999,87.748,2.048,455.79
2010-03-04,247.415,106.248,186.971,40.986,60.444,89.219,27.96,2332.95
2010-07-16,251.321,106.628,203.331,61.978,47.99,90.606,14.357,2572.81
2010-10-28,243.133,106.172,198.073,63.967,45.06,90.405,12.677,2416.68
2010-06-07,249.356,106.764,201.677,66.775,47.679,93.037,14.164,2696.27
2014-07-01,260.617,99.95,229.306,100.0,31.311,89.173,2.251,439.06
2008-11-27,224.563,105.17,150.218,37.269,74.346,76.349,41.414,3833.27
2010-04-09,248.222,106.421,189.335,43.053,58.887,90.803,25.772,2594.12
2009-06-14,218.774,105.297,154.206,38.647,64.568,81.301,31.962,1760.34
2013-12-25,252.105,100.13,219.904,100.0,32.2,85.246,2.753,646.65
2014-09-27,261.264,99.734,230.125,100.0,31.139,87.633,2.133,335.82
2011-08-21,248.225,103.341,202.574,50.058,45.651,88.497,15.197,1693.9
2013-01-01,242.398,101.389,207.675,65.199,34.723,87.941,5.433,1030.1
2015-10-04,263.129,99.49,235.602,97.917,27.527,88.721,1.739,187.11
2010-06-30,251.29,106.683,200.863,59.742,50.427,93.132,17.276,2375.2
2011-06-01,247.343,103.85,207.748,63.808,39.595,89.903,10.042,1631.52
2014-03-30,255.795,99.932,223.303,94.863,32.492,88.149,2.558,487.12
2016-04-06,275.786,99.498,240.459,65.909,35.327,82.958,8.745,76.6
2013-11-26,251.126,100.158,218.937,100.0,32.189,87.685,2.747,702.39
2015-12-02,266.373,99.515,237.304,100.0,29.069,86.336,1.451,173.3
2015-05-15,266.656,99.57,235.618,100.0,31.038,88.086,1.932,218.85
2011-08-24,248.312,103.316,203.303,51.29,45.01,88.259,14.563,1657.25
2009-10-25,241.828,105.789,173.395,39.832,68.434,81.803,35.188,3384.02
2011-12-28,244.039,102.799,202.973,31.122,41.066,85.36,10.561,897.82
2013-07-28,260.622,100.653,229.547,3.154,31.074,87.594,5.059,7.18
2016-06-13,267.821,100.062,238.664,71.532,29.157,88.898,3.625,107.23
2014-12-22,261.728,99.618,229.844,97.917,31.884,86.267,2.252,305.35
2011-08-16,247.365,103.427,201.215,50.728,46.15,89.249,15.673,1779.02
2016-06-12,274.113,99.976,239.93,58.295,34.183,82.431,8.688,91.46
2009-06-18,216.927,105.258,151.981,38.318,64.946,79.815,32.465,3494.02
2013-11-19,249.934,100.203,217.703,100.0,32.232,87.908,2.78,688.24
2013-06-26,249.586,100.708,213.82,64.957,35.766,86.205,6.557,696.24
2015-04-15,266.361,99.655,235.577,97.917,30.784,88.702,2.211,249.89
2013-04-09,298.422,98.886,201.519,1.188,96.903,4.491,96.422,278.295
2016-01-05,264.529,99.532,237.197,100.0,27.332,84.248,1.751,155.56
2015-04-22,266.836,99.682,235.904,100.0,30.931,88.956,2.312,257.92
2010-10-18,243.016,106.246,197.132,62.781,45.885,90.47,13.455,2514.25
2011-07-08,242.648,103.567,201.392,64.611,41.256,86.267,11.134,1263.32
2009-04-14,135.086,61.05,76.398,37.223,76.398,79.57,43.702,3975.77
2014-07-29,261.52,99.908,229.649,100.0,31.871,89.131,2.122,437.53
2010-12-06,242.528,105.873,200.925,100.0,41.603,91.11,8.987,2096.44
2008-10-23,211.751,105.094,149.68,45.78,62.07,77.407,29.245,4652.96
2012-11-02,234.295,101.7,197.043,57.351,37.252,86.584,7.489,1237.46
2014-04-26,256.493,100.03,224.908,100.0,31.585,86.801,2.72,583.71
2014-03-23,258.315,99.921,224.816,85.928,33.499,86.659,3.201,432.1
2008-10-29,211.473,105.157,152.195,50.582,59.278,78.25,26.097,4793.27
2013-05-04,243.461,100.976,211.11,100.0,32.352,87.204,3.315,942.56
2016-07-02,269.794,100.217,238.868,45.175,30.926,89.176,5.389,101.58
2013-12-29,252.757,100.102,220.513,100.0,32.244,88.496,3.011,627.72
2013-07-30,246.952,100.678,213.293,82.649,33.659,87.652,4.614,670.4
2013-01-24,242.369,101.221,209.143,77.176,33.227,88.201,4.271,960.51
2013-08-06,244.83,100.699,212.358,100.0,32.473,88.773,3.418,777.23
2014-08-04,260.644,99.908,229.519,100.0,31.125,88.03,2.079,363.53
2014-10-27,261.927,99.635,230.652,100.0,31.274,87.14,2.305,329.71
2016-05-09,270.628,99.692,239.369,43.093,31.26,86.209,5.499,108.96
2016-05-24,270.625,99.851,239.144,43.291,31.481,88.356,5.704,102.31
2010-07-02,252.573,106.666,200.942,57.341,51.631,91.093,18.529,2298.14
2008-09-24,211.802,105.021,153.946,53.29,57.855,80.584,24.487,5336.6
2014-09-07,260.468,99.878,229.325,100.0,31.143,88.624,2.131,333.5
2015-05-27,265.655,99.537,235.325,97.917,30.33,87.854,1.841,205.59
2016-03-29,267.67,99.602,239.178,100.0,28.491,88.615,1.716,110.06
2009-11-10,241.235,105.888,176.357,41.623,64.878,83.529,31.529,3409.72
2014-07-04,260.79,99.953,229.575,100.0,31.215,87.801,2.149,435.95
2013-10-12,272.77,100.103,226.921,13.895,45.849,73.084,16.438,44.93
2012-11-15,243.291,101.557,202.633,49.006,40.657,87.456,10.934,1170.96
2016-06-07,270.514,99.983,239.003,43.192,31.511,88.819,5.719,103.68
2012-10-22,239.113,102.009,196.379,47.914,42.734,87.738,13.411,1370.22
2011-10-26,300.568,99.381,178.413,1.066,122.156,10.34,122.156,919.398
2015-02-13,261.052,98.705,230.464,98.466,30.588,86.265,2.223,271.96
2014-10-10,261.264,99.68,230.194,100.0,31.069,87.746,2.342,330.91
2014-07-02,260.68,99.95,229.391,100.0,31.288,88.665,2.217,439.09
2014-12-21,261.669,99.615,229.766,100.0,31.903,86.29,2.284,319.65
2009-08-25,225.203,105.623,163.349,44.122,61.854,85.783,28.79,4321.88
2010-08-17,293.355,102.315,290.296,54.795,3.059,28.115,1.207,2162.252
2013-07-31,248.48,100.658,216.258,38.997,32.222,88.564,3.046,324.71
2014-06-05,259.602,100.093,227.947,99.139,31.655,88.846,2.514,445.16
2013-05-18,244.794,100.883,212.228,100.0,32.566,88.663,3.471,871.1
2008-10-19,210.606,105.053,149.063,45.429,61.542,78.503,28.724,4440.16
2012-04-28,221.57,103.174,188.905,100.0,32.665,86.716,3.312,1187.91
2014-12-14,261.47,99.599,229.736,97.917,31.733,85.271,1.868,328.13
2010-08-02,252.173,106.53,203.819,58.99,48.355,93.326,14.811,2360.15
2010-10-08,255.124,106.123,197.39,40.823,57.734,82.523,22.444,2262.19
2015-12-14,266.196,99.559,238.013,100.0,28.183,87.93,1.979,177.31
2013-11-08,249.218,100.259,216.939,99.989,32.28,86.54,2.804,670.56
2015-07-28,266.886,99.499,236.455,100.0,30.431,88.758,1.858,205.32
2012-12-06,242.943,101.531,206.016,57.218,36.927,87.348,7.247,1054.22
2013-10-27,250.213,100.271,218.139,95.811,32.074,87.112,2.8,675.02
2013-09-17,248.325,100.424,215.836,99.973,32.489,87.355,2.971,628.31
2008-12-09,233.236,105.215,152.495,35.813,80.741,75.808,47.909,3687.36
2013-02-01,241.871,101.178,209.259,89.368,32.611,88.495,3.621,971.79
2016-05-14,270.791,99.746,239.257,43.158,31.535,87.933,5.746,104.75
2014-01-14,252.145,100.021,220.099,100.0,32.046,85.592,2.855,618.13
2015-01-30,263.207,99.476,231.929,100.0,31.278,87.462,2.011,277.58
2010-06-12,249.582,106.748,201.695,66.268,47.887,92.264,14.395,2612.81
2010-10-20,241.972,106.207,196.411,62.615,45.562,91.096,13.19,2471.3
2012-06-20,254.154,101.996,203.924,58.871,50.23,73.495,8.833,633.92
2014-08-30,260.126,99.75,229.229,99.999,30.897,87.673,1.985,368.61
2013-11-07,249.771,100.23,217.184,100.0,32.587,86.768,3.117,623.9
2015-09-08,266.984,99.374,236.656,100.0,30.328,88.173,1.566,186.89
2010-06-21,250.93,106.715,201.372,59.845,49.559,92.96,16.382,2444.37
2013-05-17,249.858,100.842,214.579,71.361,35.279,87.343,5.526,706.38
2015-08-25,266.452,99.437,236.213,100.0,30.239,87.834,1.729,181.85
2011-01-31,242.544,105.257,203.865,100.0,38.679,89.772,8.902,1947.29
2012-07-28,230.269,101.963,197.905,100.0,32.364,85.406,2.995,1049.12
2011-01-15,242.098,105.261,202.819,100.0,39.279,89.079,9.369,1966.71
2009-10-14,239.354,105.783,171.529,41.055,67.825,85.357,34.417,3477.84
2014-01-01,253.116,100.077,220.569,93.47,32.547,86.118,3.334,604.44
2014-09-22,261.119,99.772,229.922,97.917,31.197,88.997,2.181,333.16
2013-01-30,242.05,101.186,209.348,85.41,32.702,85.472,3.696,965.22
2008-12-28,246.88,105.251,156.673,33.763,90.207,77.427,57.543,3494.29
2010-07-20,251.043,106.605,203.582,62.898,47.461,92.538,13.852,2546.15
2014-05-10,272.112,99.924,232.38,24.506,39.733,76.948,10.743,107.31
2012-04-05,219.466,103.716,184.883,100.0,34.583,85.661,3.286,1299.73
2008-08-09,247.845,104.611,157.202,34.384,90.643,76.168,58.424,3821.01
2013-07-09,245.381,100.709,212.699,100.0,32.681,89.121,3.716,857.61
2014-02-22,253.513,100.033,220.981,100.0,32.532,86.029,2.933,640.73
2015-08-20,266.809,99.448,236.555,100.0,30.254,87.334,1.751,188.93
2011-04-20,246.2,104.3,204.8,61.2,41.4,90.4,11.3,1708.4
2011-10-31,300.498,99.153,178.859,1.998,121.639,11.574,121.588,710.804
2011-06-02,248.812,103.822,208.341,61.686,40.471,90.059,10.371,1359.53
2008-08-16,242.792,104.701,155.86,35.469,86.932,75.759,54.478,3578.92
2013-03-07,249.733,100.967,211.77,9.234,37.963,86.455,9.919,43.38
2014-11-23,259.213,99.408,229.65,100.0,29.563,88.178,2.149,343.6
2012-06-13,231.279,102.336,196.871,100.0,34.408,85.589,4.993,935.42
2008-08-24,257.789,99.116,257.789,32.725,0.001,15.086,0.024,2480.069
2013-02-19,242.397,101.066,210.152,99.001,32.246,86.87,3.187,956.38
2015-02-03,262.964,99.452,231.863,76.408,31.101,87.583,2.086,139.66
2015-07-10,266.886,99.532,236.405,97.917,30.481,88.163,1.923,217.63
2013-08-14,245.258,100.644,212.95,100.0,32.309,89.062,3.281,768.65
2015-01-03,262.428,99.568,230.855,100.0,31.573,87.562,2.449,343.85
2010-03-21,240.823,106.273,183.972,42.771,56.851,89.556,23.727,2220.6
2011-09-13,252.274,103.119,206.497,54.203,45.778,82.479,13.639,944.17
2008-08-11,244.312,104.716,156.917,36.243,87.395,79.229,54.723,4118.03
2009-10-01,256.945,104.826,169.735,24.462,87.21,59.068,55.304,429.76
2013-07-20,245.868,100.683,213.526,100.0,32.342,89.477,3.583,818.74
2014-05-12,257.484,99.926,225.994,100.0,31.49,88.223,2.247,479.16
2009-11-22,243.762,105.913,176.635,38.75,67.127,86.117,34.856,3197.72
2012-02-13,219.191,105.074,178.596,40.09,40.595,85.466,9.405,1283.33
2012-03-27,253.878,103.372,195.006,24.545,58.872,80.023,27.268,690.78
2016-02-07,265.393,99.544,237.89,100.0,27.503,85.484,1.527,143.3
2012-06-16,228.234,102.343,195.626,100.0,32.608,86.311,3.227,1077.27
2012-03-30,219.235,103.803,184.1,73.16,35.134,86.431,3.827,1293.04
2009-03-07,281.305,105.221,166.243,24.944,115.061,73.903,82.89,2208.96
2010-01-19,236.468,106.238,184.533,49.211,51.935,87.825,19.065,2813.38
2009-12-19,237.219,106.059,179.774,42.943,57.445,87.634,24.869,1770.13
2014-07-03,260.737,99.95,229.437,100.0,31.3,88.584,2.23,439.5
2012-01-17,239.454,102.779,200.468,83.053,38.986,87.015,9.366,1984.97
2011-09-19,242.706,103.243,204.039,76.302,38.667,88.149,8.147,1765.28
2010-07-10,269.395,106.369,201.612,32.992,67.782,89.273,34.919,1393.69
2010-07-25,252.096,106.568,203.718,59.2,48.378,92.773,14.831,2382.55
2015-08-22,266.808,99.453,236.574,100.0,30.234,87.118,1.732,187.04
2008-09-10,241.049,104.808,158.852,39.69,82.197,77.586,49.073,4378.15
2010-04-12,244.751,106.378,187.906,43.894,56.845,90.529,23.725,2589.88
2011-11-05,268.143,101.817,193.922,13.818,74.222,51.044,28.948,502.21
2014-06-19,260.255,100.02,228.846,100.0,31.409,89.072,2.299,483.72
2010-03-03,252.143,106.134,188.595,38.443,63.548,82.913,31.236,2114.14
2012-03-29,219.53,103.843,183.927,64.16,35.603,86.411,4.287,1272.0
2012-06-21,229.672,102.277,196.805,99.937,32.867,86.177,3.274,946.09
2015-07-19,266.831,99.519,236.41,100.0,30.421,88.253,1.863,215.45
2015-08-01,267.124,99.49,236.752,100.0,30.372,87.644,1.84,200.38
2016-01-03,271.91,99.394,234.801,71.017,37.109,70.661,1.764,96.03
2011-02-21,238.86,105.03,200.278,100.0,38.582,87.41,8.833,1973.07
2016-01-01,264.618,99.532,237.308,100.0,27.31,86.62,1.799,157.2
